Wall time,Step,Value
1736155704.0819254,0,0.6573669910430908
1736155760.719191,1,0.7845689654350281
1736155817.4607933,2,0.8288242816925049
1736155874.9437952,3,0.8601190447807312
1736155933.0250926,4,0.8795548677444458
1736155990.1566324,5,0.9053850769996643
1736156048.016598,6,0.9158808588981628
1736156105.6881998,7,0.9237024784088135
1736156163.1470766,8,0.9411681890487671
1736156221.1567407,9,0.9498083591461182
1736156277.8685656,10,0.9637492895126343
1736156334.9079459,11,0.9620992541313171
1736156392.4757984,12,0.9625158309936523
1736156449.8735206,13,0.9609999060630798
1736156507.009938,14,0.9728456735610962
1736156564.2556121,15,0.9819666147232056
1736156621.7255664,16,0.9741044044494629
1736156679.2651975,17,0.9787898063659668
1736156737.2032948,18,0.9737661480903625
1736156794.5748248,19,0.982113242149353
1736156851.8411474,20,0.9788384437561035
1736156908.7942247,21,0.9847545027732849
1736156967.862846,22,0.983903169631958
1736157024.7530289,23,0.9921209812164307
1736157082.6109817,24,0.9952712059020996
1736157139.0778606,25,0.9943990707397461
1736157195.5524948,26,0.995100200176239
1736157252.016163,27,0.9963228106498718
1736157309.6950045,28,0.9971983432769775
1736157365.9861128,29,0.9970214366912842
1736157423.2735283,30,0.9961512684822083
1736157479.910723,31,0.9963232278823853
1736157536.8403661,32,0.9982490539550781
1736157593.3779998,33,0.9966726899147034
1736157649.280532,34,0.9959731698036194
1736157705.5978456,35,0.996501088142395
1736157762.7241757,36,0.998774528503418
1736157819.6491692,37,0.9980736970901489
1736157875.8673573,38,0.9966720342636108
1736157932.1979086,39,0.9977243542671204
1736157988.9388688,40,0.9971989989280701
1736158045.7345207,41,0.9975494146347046
1736158102.0803068,42,0.9963246583938599
1736158158.8168595,43,0.998249351978302
1736158215.433252,44,0.998424768447876
1736158272.6946027,45,0.9971977472305298
1736158329.1302562,46,0.9987740516662598
1736158386.0833526,47,0.9980743527412415
1736158444.330223,48,0.9984241127967834
1736158502.7849371,49,0.9987747073173523
1736158560.744016,50,0.9987742900848389
1736158618.5983806,51,0.9991245865821838
1736158675.726273,52,0.999474823474884
1736158731.8728194,53,0.9992997646331787
1736158789.0606158,54,0.9996498823165894
1736158845.6018164,55,0.9992997050285339
1736158902.5512378,56,0.9987746477127075
1736158958.9067476,57,0.9991245269775391
1736159015.4360683,58,0.9998249411582947
1736159072.1459596,59,0.9994747638702393
1736159129.4443967,60,0.9994747638702393
1736159185.9545755,61,0.9994747638702393
1736159242.947139,62,0.9994747042655945
1736159299.3254495,63,1.0
1736159356.2244575,64,1.0
1736159413.1546843,65,0.9996498823165894
1736159469.9880657,66,0.9998249411582947
1736159526.4290097,67,0.9998249411582947
1736159583.498711,68,0.9996498823165894
1736159640.47832,69,0.9992997050285339
1736159698.6599202,70,1.0
1736159756.8381736,71,0.9996498823165894
1736159815.9151838,72,0.9998249411582947
1736159873.4185882,73,1.0
1736159930.496868,74,0.9998249411582947
1736159988.671041,75,0.9998249411582947
1736160046.161776,76,1.0
1736160104.1188564,77,0.9996497631072998
1736160161.2815142,78,1.0
1736160217.7766387,79,0.999474823474884
1736160274.721759,80,0.9998249411582947
1736160330.9164844,81,1.0
1736160387.7149243,82,0.9998249411582947
1736160444.5644562,83,1.0
1736160501.1254196,84,0.9996498227119446
1736160557.3421924,85,1.0
1736160614.301609,86,0.9998249411582947
1736160670.9331408,87,1.0
1736160728.0297806,88,1.0
1736160785.180712,89,0.9998249411582947
1736160841.1757753,90,0.9998249411582947
1736160897.7211995,91,0.9996498227119446
1736160954.4252129,92,1.0
1736161010.8791718,93,1.0
1736161067.627657,94,1.0
1736161124.3973563,95,0.9996498823165894
1736161180.315943,96,0.9998249411582947
1736161237.5563288,97,0.9998249411582947
1736161294.7205741,98,0.9998249411582947
1736161351.5506873,99,0.9998249411582947
1736161409.248801,100,0.9998249411582947
1736161467.4128947,101,0.9998249411582947
1736161525.3741724,102,0.9998249411582947
1736161582.2676628,103,0.9994746446609497
1736161639.492692,104,0.9998249411582947
1736161696.554317,105,0.9996497631072998
1736161753.2795398,106,1.0
1736161811.1723566,107,0.9996498823165894
