Wall time,Step,Value
1736164824.2298837,0,0.6576257944107056
1736164869.4041557,1,0.7926493287086487
1736164914.861529,2,0.8383432626724243
1736164960.0907323,3,0.8716020584106445
1736165005.5724614,4,0.8959495425224304
1736165050.7339518,5,0.918451726436615
1736165096.8287125,6,0.9274150729179382
1736165142.350843,7,0.9273209571838379
1736165188.0815434,8,0.946602463722229
1736165234.184055,9,0.9613091349601746
1736165280.031453,10,0.9610781073570251
1736165325.954185,11,0.9675883054733276
1736165371.5340946,12,0.9646607637405396
1736165417.1707609,13,0.969923198223114
1736165463.4689126,14,0.973360538482666
1736165509.4636493,15,0.9695481061935425
1736165555.4866974,16,0.9665879607200623
1736165601.2824676,17,0.9779235124588013
1736165647.0119991,18,0.9711213111877441
1736165692.5863473,19,0.9832060933113098
1736165738.3838303,20,0.97794109582901
1736165784.1695566,21,0.9886175990104675
1736165829.75107,22,0.9842366576194763
1736165875.6900184,23,0.98194819688797
1736165921.487687,24,0.9835354089736938
1736165966.6923428,25,0.9858219623565674
1736166012.326249,26,0.9849445223808289
1736166057.6793787,27,0.9893164038658142
1736166103.0455108,28,0.9933485984802246
1736166148.5763967,29,0.9952743649482727
1736166194.3363812,30,0.9956226348876953
1736166240.643565,31,0.9942223429679871
1736166285.9455707,32,0.9954485297203064
1736166331.5085666,33,0.9966741800308228
1736166376.458032,34,0.9963232278823853
1736166421.92716,35,0.9978989362716675
1736166467.9841897,36,0.9971984028816223
1736166513.7669103,37,0.9975478053092957
1736166560.123434,38,0.9978992938995361
1736166606.4771981,39,0.9970223903656006
1736166652.6645086,40,0.997548520565033
1736166698.009394,41,0.9985995888710022
1736166743.78099,42,0.9952739477157593
1736166789.1343427,43,0.9972010254859924
1736166834.8475783,44,0.998074471950531
1736166880.4083028,45,0.9991249442100525
1736166925.8071167,46,0.9985994696617126
1736166971.7404518,47,0.9991244673728943
1736167017.9519591,48,0.9991245269775391
1736167064.3763354,49,0.9987745881080627
1736167110.3999498,50,0.9987748265266418
1736167156.7183762,51,0.9996498823165894
1736167202.5975587,52,0.9996498227119446
1736167248.8729267,53,0.9991246461868286
1736167294.9317412,54,0.9987744092941284
1736167340.5584197,55,0.9998249411582947
1736167386.226056,56,0.999474823474884
1736167432.0772645,57,0.999474823474884
1736167477.6543264,58,0.9996498823165894
1736167523.4793627,59,0.9998249411582947
1736167569.3763125,60,0.9992998838424683
1736167615.0561087,61,0.9994748830795288
1736167660.651367,62,0.9992998838424683
1736167705.6617656,63,0.9994747638702393
1736167750.96591,64,0.9994747638702393
1736167796.6125133,65,0.9991248846054077
1736167841.8650348,66,1.0
1736167887.3866553,67,0.9998249411582947
1736167932.6189632,68,1.0
1736167978.2133474,69,1.0
1736168023.5742536,70,0.999474823474884
1736168069.0446455,71,0.9996499419212341
1736168114.3114383,72,0.9994747638702393
1736168160.408207,73,0.9994748830795288
1736168205.738243,74,0.9991245865821838
1736168250.8322284,75,0.9996499419212341
1736168296.0319963,76,0.9998249411582947
1736168341.0230746,77,0.9998249411582947
1736168386.131256,78,1.0
1736168431.7680357,79,0.9996498823165894
1736168478.5385926,80,0.9998249411582947
1736168523.5461624,81,0.9998249411582947
1736168568.795927,82,0.9998249411582947
1736168614.0170283,83,0.9996499419212341
1736168658.964821,84,0.9998249411582947
1736168704.5827372,85,0.9998249411582947
1736168749.9289796,86,0.9994747638702393
1736168795.1038196,87,1.0
1736168840.3168051,88,1.0
1736168885.8022497,89,0.9996498823165894
1736168931.051718,90,0.999474823474884
1736168976.4425426,91,0.999474823474884
1736169021.9977033,92,1.0
1736169067.4096682,93,0.9998249411582947
1736169112.3737786,94,0.9996498823165894
1736169157.7486544,95,0.9996498227119446
1736169203.3108513,96,1.0
1736169248.646551,97,0.9998249411582947
1736169294.921021,98,1.0
1736169341.3673017,99,0.9996498823165894
1736169386.671606,100,0.999299943447113
1736169432.6879919,101,1.0
1736169478.2190657,102,0.9996498823165894
1736169524.0416865,103,0.9998249411582947
1736169569.4553359,104,0.9994747638702393
1736169614.8111298,105,0.9998249411582947
1736169660.7418778,106,0.9998249411582947
1736169706.7734423,107,1.0
1736169752.1057115,108,1.0
1736169797.3121672,109,0.9996498823165894
1736169842.6353426,110,0.9996497631072998
1736169888.2621472,111,0.9998249411582947
1736169933.6952202,112,1.0
1736169978.8672137,113,0.9996498823165894
1736170024.6586447,114,1.0
1736170070.084707,115,0.9998249411582947
1736170115.3267255,116,0.9998249411582947
1736170160.2597375,117,1.0
1736170205.7366347,118,0.9998249411582947
1736170251.3616846,119,0.9992995858192444
1736170296.5432858,120,0.9998249411582947
1736170342.4666085,121,0.9996498823165894
1736170388.7740006,122,0.9998249411582947
