Wall time,Step,Value
1735885845.2763717,0,0.8108111619949341
1735885880.7159634,1,0.919941782951355
1735885916.1125455,2,0.9454665780067444
1735885950.9264371,3,0.9616394639015198
1735885986.5652976,4,0.961449146270752
1735886021.9280987,5,0.9760245680809021
1735886057.341612,6,0.9710496068000793
1735886092.6901484,7,0.9786336421966553
1735886128.1117978,8,0.9796856045722961
1735886163.462924,9,0.9845929145812988
1735886198.8397062,10,0.9882640242576599
1735886233.7244685,11,0.987396776676178
1735886268.967944,12,0.9912424683570862
1735886304.3778973,13,0.9884408712387085
1735886339.8029413,14,0.9870437979698181
1735886375.4515798,15,0.9938742518424988
1735886410.6925435,16,0.9950953722000122
1735886446.5689034,17,0.9947494864463806
1735886481.9109297,18,0.9950991868972778
1735886517.2164154,19,0.9945732355117798
1735886552.847535,20,0.9961471557617188
1735886588.8530161,21,0.9959733486175537
1735886624.428263,22,0.9987744688987732
1735886659.8312895,23,0.9971984624862671
1735886695.4122705,24,0.9966737031936646
1735886731.0821888,25,0.99789959192276
1735886767.2905996,26,0.9964978098869324
1735886803.4014983,27,0.997023344039917
1735886839.1345198,28,0.9964999556541443
1735886874.287651,29,0.9966734051704407
1735886909.5598862,30,0.997549295425415
1735886945.0549521,31,0.9978993535041809
1735886980.683744,32,0.9978994727134705
1735887016.3628154,33,0.997374415397644
1735887051.7931952,34,0.9973739385604858
1735887087.3742166,35,0.9987743496894836
1735887123.0622704,36,0.9982489943504333
1735887158.7824235,37,0.9978994131088257
1735887193.722938,38,0.9982491135597229
1735887229.0490406,39,0.9982504844665527
1735887264.6797762,40,0.9984248280525208
1735887301.2202427,41,0.9984241724014282
1735887338.1700547,42,0.9973741769790649
1735887374.798484,43,0.9975485801696777
1735887410.7683115,44,0.9975488781929016
1735887446.7949853,45,0.9987746477127075
1735887482.5213723,46,0.9991247057914734
1735887518.7089503,47,0.9987742900848389
1735887554.2377827,48,0.9987748861312866
1735887589.805606,49,0.9986000657081604
1735887625.273715,50,0.9985990524291992
1735887662.4776568,51,0.9985994100570679
1735887698.2229953,52,0.9987748861312866
1735887735.169246,53,0.998774528503418
1735887772.5944753,54,0.9996498823165894
1735887808.2784624,55,0.9978992342948914
1735887843.857803,56,0.9980740547180176
1735887879.8223934,57,0.9991245269775391
1735887915.2285078,58,0.9991248250007629
1735887951.3804293,59,0.9982491135597229
1735887986.7011528,60,0.9982489943504333
1735888022.3686085,61,0.9975488781929016
1735888058.292953,62,0.9987747669219971
1735888093.933392,63,0.9975491762161255
1735888129.1565635,64,0.9992997646331787
1735888164.1972544,65,0.9989496469497681
1735888199.7641048,66,0.9991247057914734
1735888235.077908,67,0.9975485801696777
1735888270.3097548,68,0.9984245896339417
1735888306.5006392,69,0.9989495873451233
1735888341.7610762,70,0.9984239935874939
1735888377.0443838,71,0.9977246522903442
1735888412.442762,72,0.9987745881080627
1735888448.213141,73,0.9984241724014282
1735888483.8978002,74,0.9982490539550781
1735888519.2616918,75,0.9987744688987732
1735888555.3845112,76,0.9984244704246521
1735888591.468281,77,0.9982495903968811
1735888627.0632877,78,0.999474823474884
1735888663.4088705,79,0.9985992312431335
1735888699.232987,80,0.9991245269775391
